variable1,variable2
0.76866,1.246
0.90117,0.77407
0.30065,0.18399
17.154,7.6246
0.76112,0.28299
2.6211,1.6197
1.6143,1.2195
3.6458,2.885
0.41403,0.16818
0.96772,1.2525
3.6393,1.6287
0.57557,1.8382
3.8051,0.37208
0.67873,0.35393
1.121,1.2441
0.24761,0.50083
0.95224,0.93981
2.5993,2.7984
0.45195,0.54904
0.55465,0.72448
3.3583,1.4407
0.8248,2.697
1.2198,1.9416
0.057869,1.1621
3.2358,1.49
3.704,2.5649
0.91731,1.3353
2.0647,0.27778
3.0943,3.0945
0.74403,1.8123
1.982,0.48927
2.5501,2.5028
2.5507,0.4763
0.36254,0.37074
1.99,0.83862
1.0285,0.82078
0.69327,0.352
2.3046,1.9872
0.70298,1.018
0.99452,0.75427
0.68193,0.81684
1.9029,0.56708
1.7612,4.3429
1.1775,1.4019
0.47609,3.5862
0.54023,0.81485
0.21902,0.11185
0.15916,0.17973
1.3659,0.94885
0.36036,0.29804
0.33985,0.62026
5.9351,6.0604
4.3164,2.5261
0.68546,0.49871
1.3576,1.8669
2.3129,1.6601
2.5712,3.5042
0.86112,0.52723
0.58769,0.53086
2.2149,3.7213
0.19379,0.21901
4.4764,0.97748
0.29477,0.40035
1.1942,2.2769
0.38065,0.17532
0.13044,0.35186
1.5121,1.1297
1.2648,1.3689
1.2703,3.0076
0.26909,0.94036
9.4602,5.0095
2.6961,3.2015
1.1041,0.73511
1.0945,1.1984
3.6069,5.2848
0.39323,1.16
0.78638,0.91306
7.4737,1.51
0.33352,1.1551
1.1731,0.54993
0.35192,0.46065
1.1261,0.51093
1.4227,0.88397
0.8675,4.4824
0.9712,2.8035
0.4275,0.77094
1.1839,0.93355
0.94651,0.55744
0.52445,0.8309
0.54809,0.96736
1.0527,0.28997
1.4967,0.99952
0.39613,0.25912
2.8923,4.3233
3.8484,4.4841
1.1855,0.91226
0.99089,3.123
0.31323,0.15731
0.32928,0.71668
0.68616,0.69559
1.4658,0.33475
0.56671,0.44148
3.5,0.85509
0.68698,1.4555
1.2296,1.0219
0.54742,0.393
0.14617,1.3373
0.69162,0.38625
0.57076,0.25841
3.391,5.371
0.50558,0.40603
3.1218,2.288
1.9146,0.42753
1.5202,0.58582
0.29708,0.3081
4.0288,1.7706
0.81357,1.8152
4.1439,5.2081
4.72,2.9151
0.62944,0.11583
3.3585,28.558
0.35882,0.31091
1.2901,7.083
0.18367,0.62312
1.0485,2.6813
4.152,0.75035
0.39619,0.82883
0.83464,1.4527
1.0265,1.6063
0.31313,1.0699
0.33035,0.13366
1.1297,2.9503
0.59351,0.98784
1.088,1.2229
0.35593,0.27357
0.78686,0.6793
0.65726,0.56112
1.3917,0.74504
4.4283,10.937
2.8021,2.5677
0.93384,0.90244
1.3182,0.92694
0.94961,0.37773
3.6751,2.8836
2.3306,2.4158
3.2256,0.56044
1.5843,0.8
2.6229,2.9706
1.0283,0.30826
0.99616,2.3033
3.2806,2.1279
3.3949,2.6841
0.97953,1.6602
6.4287,0.6083
0.9616,0.67953
1.3232,2.7355
0.88881,3.4705
2.8916,1.8919
0.72743,1.4421
0.09562,0.38383
1.9947,0.97842
3.2811,2.8299
0.99699,0.64128
1.4709,0.59063
3.926,2.7133
1.5599,0.58171
1.282,0.43081
1.2293,0.46487
4.4379,1.2448
0.59914,2.6147
1.8913,0.91798
2.5512,0.85029
0.64305,0.9509
3.8844,1.8297
2.0092,4.4419
1.1728,2.1392
0.69496,0.50381
0.28719,0.522
2.0374,1.2524
0.95883,2.1489
1.1447,0.68587
1.3753,0.78375
1.4477,2.3225
0.3506,0.28035
0.58916,0.36584
1.1217,0.5404
0.39938,0.7004
0.22969,1.0097
1.549,0.66232
0.24135,0.70776
0.91764,1.731
4.6745,0.44827
2.215,8.523
2.184,1.1295
0.79358,0.3684
3.8796,3.4247
0.40913,0.70009
0.39867,0.75688
1.5151,2.2517
0.51016,1.163
4.6195,2.2222
0.24877,0.18717
0.78074,0.23687
0.2804,0.14123
2.9225,1.5601
1.1085,2.7803
0.23467,0.49343
1.3736,2.6054
0.25385,0.49898
0.67145,1.4521
0.69,0.37572
0.21818,0.92536
2.8597,3.9714
3.2365,1.6576
0.90855,0.20949
3.7081,0.63841
0.13556,0.25252
1.0387,2.3795
1.8672,0.66371
1.1938,9.3582
0.68951,0.32485
0.45068,0.36564
2.9688,1.9195
0.29468,0.29377
0.93473,1.0849
1.1392,1.7571
1.0437,3.5252
0.47612,0.59054
2.447,1.5031
0.21725,1.1381
0.70352,1.1076
0.99897,0.28395
0.2023,0.23591
3.45,1.9845
0.34199,0.52434
13.811,7.1411
2.0932,1.2213
0.43828,0.40256
2.4013,1.9117
1.7894,2.2135
0.52941,0.28635
0.70022,1.9013
2.6975,1.7878
1.0875,3.5703
1.2385,1.949
0.12853,0.20182
0.9443,2.1681
0.1074,0.094832
0.8264,1.2734
0.91038,4.9445
1.0408,0.49227
4.3827,4.8268
0.32768,0.80472
0.12273,0.30769
0.21868,0.93532
0.40734,0.33964
4.9463,1.0087
0.25026,0.31913
0.5118,0.61887
0.9894,4.1908
0.94949,0.13143
1.0393,0.94052
0.74852,3.0347
7.2609,2.5602
0.9209,5.1355
2.0852,1.0956
0.95048,1.4832
0.81484,1.9885
1.7073,0.44413
2.9663,2.3762
0.70129,0.67452
0.83228,0.43292
1.9007,3.8828
0.17595,0.5526
0.52974,0.21387
0.19967,0.63792
0.63007,2.9085
0.58637,0.24757
0.99148,3.2298
1.394,5.5012
4.1432,1.7501
0.82715,0.53267
2.4084,2.2227
1.313,2.9798
2.8681,2.9521
0.77946,0.89617
5.0069,0.88538
0.6772,0.33028
0.48618,1.9037
0.066412,0.15495
0.87466,0.82742
0.92351,1.096
1.0284,0.77637
1.5424,0.95201
0.85095,2.9582
0.74414,0.36927
27.966,13.595
0.88874,0.91469
0.61409,0.38758
0.25208,0.25823
0.19339,0.3484
0.36082,0.23348
0.47689,0.31983
2.4957,0.70675
0.2153,0.71284
0.68818,0.86871
0.46679,0.40648
0.24953,0.30138
1.2886,2.6102
0.27247,0.51081
1.2445,1.1947
2.5663,1.7649
8.0931,10.166
3.6773,10.444
1.7866,0.57938
0.90145,1.3304
0.89755,1.5034
5.3276,2.1368
3.1064,1.6346
2.5124,1.5417
0.77978,1.1001
1.0806,0.04305
0.96534,1.0134
0.95293,0.23531
0.11159,0.090768
0.69078,0.24221
1.9533,1.0593
2.7208,0.74071
0.60935,1.9012
0.37186,0.32749
2.0768,0.24955
1.4836,0.6945
0.34594,0.61252
0.53234,7.1654
1.0001,1.1387
4.8379,0.6723
3.4567,1.3893
2.991,0.87215
0.11143,0.15461
0.74271,0.15463
0.18452,0.29751
0.32421,0.79432
0.51536,1.9869
5.0673,2.7067
7.1827,1.1598
0.48895,0.35942
4.3152,2.0686
3.2684,1.2381
0.48349,1.5838
2.0932,3.9917
2.1818,0.62318
1.9267,0.71326
0.84829,1.5859
0.43345,0.47946
2.1449,3.5728
0.80192,2.5418
1.4357,1.6059
1.4481,1.7988
2.4785,0.91867
0.7515,2.4563
1.2267,1.4945
0.36479,0.38004
4.6535,2.3266
0.91651,4.0297
2.5859,0.62142
0.76947,1.3069
5.8738,1.6377
1.0135,0.95516
0.57496,0.80437
0.40598,0.54867
0.76611,0.37199
2.2037,0.42475
0.25025,0.11427
2.1837,1.2973
1.49,0.56832
2.8053,3.7948
2.3419,3.854
0.42798,0.83986
1.1704,0.13279
0.91891,0.96316
1.7754,0.85016
0.39683,0.12211
1.6331,2.1255
0.69722,0.085398
3.0178,0.61541
2.5565,4.7019
6.3753,1.3939
1.3543,1.559
0.28238,2.3251
0.34846,0.96512
0.82006,1.18
0.68717,0.26869
1.6095,2.4341
0.71201,3.7355
1.0588,1.7091
2.9165,3.2677
0.67401,3.3884
0.89718,0.86477
1.1493,0.61638
5.1968,11.692
1.1597,3.9917
1.7711,9.2147
6.8524,6.2293
0.44965,0.88908
0.59412,1.2048
1.4735,1.0657
1.9705,2.2119
0.32286,0.37733
1.5167,0.5097
4.3261,3.7889
0.57846,2.0227
1.8005,0.7642
0.17528,0.68711
1.1797,0.75677
1.4284,3.6788
0.9643,1.1834
0.8036,0.70073
0.65591,0.56011
1.9627,2.1778
1.0215,1.9997
0.64267,0.37914
0.1853,0.15069
0.49895,2.7627
0.78064,2.724
1.0915,5.5671
4.7852,3.2778
3.2544,1.2131
2.194,0.91435
2.5854,7.4992
0.84875,0.51873
0.43489,0.95057
0.28702,4.004
0.13723,0.30488
1.2224,1.5309
0.48923,0.38453
6.6781,5.1886
0.39017,0.46138
1.138,1.034
0.64526,0.52085
1.5354,0.29005
1.7336,3.093
1.7651,0.45049
3.5782,2.9743
4.1796,13.147
1.3777,1.6348
0.23844,2.6309
0.25251,0.1703
2.1247,2.5529
8.916,3.3962
0.36523,0.1136
0.81835,0.50279
0.45761,0.72687
3.029,6.4539
1.1753,0.24899
0.7271,0.73309
3.4708,7.0931
1.3776,0.94015
1.43,1.5693
2.029,6.9592
1.3377,3.7938
0.57311,0.51381
0.18528,0.16859
1.6007,0.2763
0.59585,1.6828
3.0216,2.3188
0.56667,1.1012
1.7664,0.91352
0.4132,1.5342
1.6228,3.6677
1.5896,0.93564
0.84755,0.7684
0.23976,0.53087
0.37976,0.53078
0.83725,3.6468
1.5402,0.65343
0.86316,3.5972
0.15198,0.11139
0.59242,1.0789
0.62575,1.0397
0.38981,4.4418
0.68293,0.347
1.4897,3.5523
0.44657,0.4801
0.28046,0.58247
0.88489,0.4506
3.0787,6.0827
1.5834,0.47978
1.381,0.68064
2.0458,3.8084
4.6829,8.9349
0.72359,0.58099
10.815,3.7921
3.0125,8.2956
3.3403,3.2502
2.2146,1.3907
2.1646,0.6403
0.95671,1.0878
0.75462,0.73023
1.7344,1.0394
0.32267,0.3707
2.9521,0.35507
2.281,2.549
9.1715,5.4418
3.7746,1.1328
0.768,2.9489
0.63707,0.54142
0.51871,0.41577
3.4053,1.2955
0.62527,0.7623
0.71656,1.9556
1.8493,3.1737
6.2404,2.276
1.0089,0.41101
0.2919,0.1462
0.39796,0.33086
4.2252,3.5739
0.37372,0.71139
0.41685,1.0038
0.61105,1.6037
1.8089,2.1612
2.9434,1.3959
4.4442,5.3228
0.70518,2.4799
0.49049,0.34819
2.5775,1.2632
4.4103,1.2094
1.3463,1.309
0.5214,0.30229
0.8617,0.304
0.40701,0.22526
0.98789,0.61669
0.8139,0.25601
0.83295,0.54584
3.1985,0.19326
0.45362,0.88073
1.2285,2.4781
0.27167,0.48031
3.4759,1.924
0.46214,0.14084
1.8896,0.59437
0.88347,1.0973
2.5511,4.9392
0.053691,0.33704
0.40519,0.63538
0.74326,2.3329
1.4282,1.1749
0.36497,0.65133
2.7974,2.6519
1.4572,2.791
0.077229,0.30661
2.33,4.8035
1.2232,0.85534
0.5258,0.60876
0.21384,0.39031
0.24647,0.22893
1.3603,0.55737
5.3437,3.1568
1.3612,0.42529
1.6611,6.4949
0.11725,0.61621
3.2671,1.2974
0.64671,1.597
1.0465,1.7681
0.11535,0.32619
1.0101,1.6232
0.34358,0.062754
3.6009,1.0932
1.2512,0.3096
1.7593,3.2872
0.43094,1.0904
2.5019,6.1549
0.26396,0.31559
4.6461,0.2894
1.6575,0.16048
1.2247,1.6807
0.45758,0.64928
1.5637,0.75295
0.78063,0.15101
0.35572,0.37804
1.751,0.49081
0.26798,0.32472
12.742,5.598
0.22053,0.48611
0.93696,0.86834
2.5765,3.3291
0.46637,0.2375
0.41838,0.68032
0.079319,0.17753
4.8867,1.593
3.6554,6.0429
0.51562,0.81607
9.2654,3.5009
0.18672,0.57704
0.39451,0.65347
3.0247,1.5375
1.1329,1.1711
0.99994,1.1522
1.7791,0.99957
1.566,2.5465
0.60138,0.64046
0.34897,0.44402
0.69748,2.5486
0.67974,0.3584
1.3027,0.85516
2.4481,2.0916
0.57435,0.62765
0.9922,0.94754
1.3138,0.99482
0.72639,1.2746
0.37234,1.7155
2.8632,7.2921
0.11937,0.1983
1.1564,2.5543
0.73923,0.73975
2.0842,1.4712
0.21096,0.90293
1.3204,0.65272
0.85854,0.21986
1.0953,0.69737
1.0603,0.46819
0.5654,1.1432
1.0334,1.0518
0.25876,0.55167
2.7162,2.8395
0.70058,0.9873
0.12051,0.33873
1.3163,1.0086
0.10761,0.33238
2.1646,2.1736
0.51275,0.07396
3.8035,1.4914
0.57854,2.7855
0.41492,0.12168
0.83313,1.9799
0.57365,0.65589
2.7705,0.82393
2.0868,2.0325
0.85912,0.61886
0.3344,0.45892
0.3768,0.3772
0.93991,2.3003
0.88178,0.94881
6.6603,4.7776
0.80756,0.50297
14.158,7.3591
0.57129,1.0483
0.55189,0.55214
0.83524,1.0883
2.023,2.3073
0.76371,0.45007
0.27861,0.14086
0.32473,0.53238
0.1593,0.31184
6.025,6.6384
5.1963,2.5145
1.5174,1.6627
1.8455,0.87882
1.0346,1.3379
0.55626,0.35625
2.0223,0.30029
2.797,4.179
0.037262,0.66991
0.24065,0.22547
0.67983,0.52347
0.94459,0.67871
0.35052,1.4592
0.7787,1.27
0.67359,0.42003
1.8867,0.82597
9.633,3.1058
1.5111,0.74362
0.39738,0.46065
0.81545,0.30172
0.27739,0.3998
4.2664,3.7582
0.16049,0.65335
1.9158,1.9282
2.1587,2.4684
2.4951,1.3922
2.9608,2.5716
0.59089,2.1111
1.8688,2.6187
0.51546,0.42128
0.99136,1.3395
0.76952,0.487
0.085117,0.34452
2.4141,1.4789
2.3098,0.42847
0.11457,0.12812
0.43648,0.62006
0.3345,3.1852
0.11663,0.1443
1.1124,0.56405
0.45164,1.6169
1.8439,1.2933
0.4061,2.6939
0.50513,1.9372
0.54569,0.096719
0.43544,0.27952
7.5452,2.0706
0.37304,0.45967
0.21871,0.2205
1.0889,0.92255
3.3218,1.6718
0.35952,1.5846
1.426,1.1663
1.4342,3.0376
1.5598,0.72568
1.3204,14.147
1.1364,0.51042
1.5964,2.8111
4.2995,0.63582
0.40942,0.33336
1.1278,0.76531
1.6687,2.6074
2.2245,2.5921
0.95986,1.1333
0.074853,0.17997
2.0636,1.8489
3.2218,2.4318
2.798,1.058
1.5381,2.9753
0.65321,0.34134
3.7979,0.45023
1.4724,0.12284
0.2859,0.26782
1.3146,1.0311
2.6855,4.952
1.6235,2.4843
3.3916,7.2329
1.3253,0.11737
1.1189,3.9481
0.40052,0.96117
0.81512,0.88835
0.49228,0.16215
0.40713,0.70823
0.22765,0.68927
1.5448,1.6887
3.3817,3.9132
0.91499,0.7843
2.8294,1.4623
1.3737,2.4739
1.4753,1.6164
1.0937,6.2831
0.15258,0.36047
0.98979,1.0577
0.15046,0.70882
0.82651,1.0108
1.2931,0.47596
1.0732,1.1017
0.61493,0.29462
0.19111,0.82373
0.30142,0.054357
3.2791,8.0646
5.2909,1.6354
0.16313,0.3837
1.2182,4.5813
0.33491,0.41155
2.1324,1.9828
1.2268,1.8208
0.82286,1.1725
0.82461,0.61139
0.50462,0.18484
0.34169,0.24233
1.7808,1.9867
0.74652,1.5566
0.24827,0.76238
1.4815,0.9424
0.30567,0.81301
0.56503,0.193
1.4363,0.44945
0.34576,0.79117
3.0765,7.2566
1.227,1.337
3.124,1.1454
0.13753,0.36086
1.1448,3.1088
1.3962,0.30188
0.98482,0.89252
14.709,4.4843
3.1916,2.6828
2.5684,0.53351
2.6704,4.571
3.5982,2.1886
0.31901,0.42909
0.66672,0.61328
0.26651,0.25372
0.81749,1.4839
0.55166,0.29896
1.0228,0.62214
4.7282,2.2166
1.1754,1.9767
0.95093,0.79953
1.1435,3.5407
1.0331,1.4656
0.32156,2.2826
2.4585,0.58784
0.19898,0.29321
2.6046,1.9988
0.50246,0.60834
0.37172,0.37936
0.2167,0.28345
0.32461,0.19477
2.9062,4.5909
2.2746,1.8128
0.92389,0.53695
0.7695,1.5043
1.2725,0.38296
0.16003,0.75226
0.41171,1.18
0.25629,0.099985
0.023626,0.055875
3.399,1.7846
0.19509,0.80172
1.7387,0.44573
0.62243,0.84142
1.8339,2.5889
1.4845,0.55323
2.4221,0.6417
0.39124,0.16478
0.26258,1.0162
1.0417,0.71222
0.58024,0.65371
0.91144,0.44208
2.3774,0.57461
1.1423,1.3332
3.5104,1.3899
2.0573,0.66226
1.333,3.1178
0.54811,0.85395
0.47309,0.26299
0.7322,3.2294
0.22147,0.76562
3.1076,0.61038
1.6367,10.138
0.29226,0.68175
0.94815,4.1168
0.54807,0.27651
1.0408,0.35173
0.68882,0.40402
1.3068,0.72712
0.91361,0.76782
0.68018,0.42585
1.5273,3.9868
0.1474,0.38106
2.7902,0.49577
0.7113,0.50274
0.86923,0.76964
1.339,0.74109
1.5944,1.0322
0.18636,0.5712
0.49326,1.055
1.3337,0.69966
0.9553,0.84394
0.25204,0.87665
3.1581,1.3228
3.6099,0.54274
0.49596,0.19897
0.092097,0.046717
0.65106,0.57735
0.30934,0.32434
0.8858,1.3073
0.67281,6.9837
0.37733,0.28473
1.5442,3.3952
0.56188,2.7041
0.55039,0.59468
0.95179,0.33799
2.8908,1.0078
1.5386,0.40543
0.24667,0.27756
0.34521,0.22692
0.4684,0.57544
3.3019,0.54355
1.2916,0.20963
1.5655,11.118
0.5918,0.89205
7.2623,2.6288
1.6536,0.89375
3.2791,4.2724
0.45877,0.61543
1.3879,1.3889
0.86509,3.1254
0.61698,1.2955
1.5214,2.2971
0.30414,0.20586
0.57235,0.73543
1.4643,9.1632
3.442,0.46356
1.0169,0.7286
1.3837,3.3062
1.8481,3.7084
0.49379,0.62887
1.342,1.6177
1.3347,0.80745
4.9369,1.6864
0.81258,0.84313
3.5816,3.2626
0.33114,0.34934
0.44916,0.55144
5.0895,2.2385
2.1717,0.4046
4.1505,2.7416
0.55743,1.7297
0.50683,0.51703
0.21672,0.59516
0.6947,0.90491
4.7101,2.2419
1.3341,0.70869
0.99007,1.4191
6.8696,3.83
0.3498,0.71246
1.1031,1.8015
0.44835,0.57035
3.0472,0.32961
0.56348,0.58872
0.2641,0.31889
1.7966,1.2594
1.2395,0.27868
1.7282,1.1002
2.0715,1.2862
4.4449,2.9077
1.2685,2.6402
0.82811,1.0187
1.9393,0.9871
2.5967,1.8101
0.4329,0.48619
0.13383,0.75097
9.3233,2.0333
0.61493,0.31077
1.3184,6.0211
0.72976,1.3573
1.3422,0.97287
3.3116,4.3093
1.3099,0.74867
1.1027,0.75118
1.0642,1.0915
0.48349,2.4465
0.92191,1.0233
0.4541,0.60504
0.23425,1.0357
1.348,3.6895
2.1065,5.8384
5.1516,4.4088
0.50028,1.0114
0.90966,1.0476
2.1489,1.3228
0.92611,0.79803
0.37694,0.29353
0.11684,0.29036
0.5772,1.0234
0.068677,0.46591
1.4201,0.44412
4.6623,19.516
0.55155,0.55374
1.0627,0.65898
0.18064,0.37223
0.32599,0.61329
1.2497,0.82139
0.13722,1.0176
0.64112,1.2454
0.61345,0.80181
0.3655,1.8768
22.412,3.9923
0.79371,0.71099
0.30853,0.95783
0.81004,0.72203
0.2461,0.74238
1.0567,1.5919
1.6437,2.5269
0.40754,1.6497
6.5381,4.0373
3.1109,3.6479
1.608,0.2746
0.16456,0.10838
3.3594,1.9748
1.1502,0.25493
6.3855,2.8203
0.40615,0.67457
1.8183,2.6006
0.17407,1.4467
0.20894,0.29121
0.11755,0.10001
0.66054,0.80696
1.8619,1.3797
0.48525,1.7034
1.5139,0.30987
0.72719,0.3235
1.8105,1.0512
2.9018,1.4461
1.2858,0.51295
0.40517,1.5267
0.82685,0.25877
3.7148,5.9897
1.6126,1.1072
0.69197,1.1493
0.63435,2.1616
0.446,1.8739
0.75584,3.0077
1.2909,0.97172
1.073,2.0407
0.3041,0.11601
0.15304,0.33187
0.69448,2.7868
1.0464,0.68593
1.6523,0.71065
1.3278,1.3773
1.7017,2.0113
1.5069,1.7258
4.3675,3.3078
0.35704,0.44581
0.53288,0.30187
0.17956,0.34958
4.3381,2.1088
0.56071,1.7823
0.22299,0.11808
0.54903,1.8033
2.8566,0.67441
1.6593,2.3384
2.4083,1.9376
1.565,0.96779
0.82167,0.96925
5.5422,3.9755
0.45022,0.54119
2.4043,2.9481
0.17718,0.4235
0.72844,0.41013
0.41327,0.52146
0.068168,0.4077
2.4093,1.6464
6.2944,6.3911
1.5769,0.38398
0.6155,2.8912
1.1169,1.2674
1.4771,3.0607
1.332,1.0222
1.0812,0.97346
1.6833,1.7818
5.7189,14.645
0.86497,0.81977
0.46963,0.98816
1.2657,2.3678
0.6169,0.97881
0.41032,1.1414
3.5882,0.84803
0.44246,0.17256
1.4542,0.90406
1.1004,0.73374
1.0892,2.3522
1.3647,0.46695
0.96481,0.60443
0.82898,0.93627
0.68598,0.49962
0.50826,0.25347
0.27661,0.24116
0.29933,0.34925
2.0379,2.6186
0.069274,0.094505
2.1377,1.4595
0.26749,0.08219
3.4294,0.72864
1.2734,2.5246
0.28928,0.33781
2.8734,3.8519
0.36255,0.87766
1.7754,0.64123
1.0928,1.1588
1.5147,0.33693
0.46997,0.61971
3.1957,0.63103
0.68316,1.7509
0.8885,1.3948
0.94212,0.28003
3.8436,2.0781
1.5099,1.7587
0.79942,0.72971
0.30873,0.49504
0.86573,1.0361
1.306,1.0832
0.65233,0.46257
2.539,5.0676
0.76909,0.53829
1.0784,1.4981
2.1976,4.6261
2.0816,0.72665
1.9752,1.0384
0.93553,1.3217
0.19807,0.78069
0.14927,0.86595
0.92891,2.4171
0.67017,0.82928
0.26222,0.38203
0.18395,0.3731
1.4051,0.98054
0.44689,0.62261
0.3431,3.1403
0.15918,0.19574
0.14754,0.19573
1.7449,2.324
1.7822,4.6528
1.6396,2.4103
3.3894,0.94659
0.85898,0.78326
0.52783,0.24922
2.0726,2.1718
1.275,0.59211
0.346,0.17867
0.40946,0.32288
0.55157,1.1699
6.0443,2.6172
0.49713,1.7786
2.3562,0.57773
1.2262,2.8677
4.3792,0.79568
1.0665,1.9691
11.267,15.25
0.83725,2.5212
2.3294,3.9197
0.37961,0.42804
1.3626,1.2421
1.9585,4.0909
0.68146,0.36081
0.35712,2.3209
3.1003,4.5278
4.0927,2.2453
0.63964,1.2892
1.5709,4.1468
0.65904,0.83586
0.30491,0.82499
0.58115,0.82281
1.8023,0.86204
0.28392,0.48227
18.956,5.6473
1.1561,0.89336
1.4592,3.9079
1.2314,0.68049
1.393,2.3315
1.6861,0.65257
1.5763,2.3377
0.53948,2.1777
0.97099,0.92437
0.99998,2.2396
0.36416,0.5669
0.39267,0.56741
2.2705,1.2577
0.34245,0.27517
0.83535,0.41189
1.221,1.5091
2.0126,4.4155
0.24749,0.097693
0.57606,2.5626
1.767,3.7845
1.2874,0.36455
3.7017,4.4089
1.0635,2.4252
1.0524,1.187
1.3443,5.2182
1.8517,1.0022
2.5358,0.63873
0.85575,1.2022
0.53325,1.5531
2.5591,1.9491
1.5008,0.23302
1.1933,2.7041
0.98967,0.39933
0.81875,0.1968
0.68697,0.77617
0.37608,0.63446
0.68197,0.69992
0.25264,0.16793
0.94352,0.20948
0.74372,0.99794
3.2553,2.1874
1.7238,3.9713
3.4582,1.7045
0.4126,0.15735
1.3725,0.79556
3.7003,4.4348
0.93955,1.1369
0.67193,0.96175
2.2151,1.1588
0.66359,0.17415
1.1186,0.48905
0.33256,0.45891
0.69426,1.0213
1.9707,0.97224
0.59913,1.1758
1.1045,0.93542
0.89322,1.4745
0.32908,0.35654
0.46161,2.1214
0.16423,0.78826
1.6405,1.8278
1.4273,0.97906
2.0931,1.8953
0.87584,0.42053
1.3539,1.9918
5.2852,8.3072
6.0194,0.76406
3.0392,0.91941
0.79245,1.7193
2.4606,2.2442
1.3744,0.84123
0.7828,0.66388
2.4728,0.6272
0.90999,0.76722
1.2417,1.6391
0.26734,0.39826
0.72375,0.79476
1.5683,3.0448
4.9828,0.96492
0.66117,0.57784
1.5027,1.4773
0.48487,0.81238
5.7859,2.105
0.67204,0.46157
2.412,0.29156
3.527,1.3432
1.7364,2.592
1.8661,1.219
2.3782,1.2497
0.37033,0.79464
0.99377,1.2459
10.721,16.101
1.1594,0.27374
0.23168,0.31074
1.195,0.983
0.74163,0.37645
2.4438,0.75962
3.0206,8.3429
0.75344,0.66082
3.7305,1.0107
0.43533,0.328
8.6418,12.851
0.47122,0.35887
0.34587,0.80795
0.62551,0.63261
1.5112,9.7675
2.3207,0.9996
0.90499,0.23503
0.63991,0.40862
3.4884,1.5757
0.28872,0.81627
2.0225,0.64341
0.67119,0.62523
1.0369,0.72135
2.0307,0.46992
0.55202,0.89701
3.4215,3.9124
1.7,0.74484
4.0175,0.55095
1.4182,0.61787
0.87853,0.69032
4.9763,7.1593
0.38886,1.3516
0.12874,0.40648
0.34691,0.092629
0.86792,0.94971
0.38478,0.061341
1.1553,2.9161
2.4118,2.9411
1.1249,1.1955
0.75058,0.79506
0.11563,0.19916
0.86384,0.15201
0.63633,0.55087
2.3365,1.8835
0.40425,0.28135
2.4399,1.2488
0.35847,0.79862
4.2383,0.70534
0.52737,1.0949
0.88397,0.71295
1.2236,1.5922
1.1558,1.5841
1.4948,1.496
0.81451,0.23421
0.14178,0.26388
0.61708,4.1273
0.23184,0.17032
0.51675,1.3231
12.374,1.4481
0.082576,0.58644
0.41996,0.38706
4.4915,4.8183
0.055468,0.25434
1.1471,4.5965
0.48505,0.66818
2.0417,5.9308
3.4364,4.7435
1.5195,0.34449
0.36823,0.48548
3.4027,0.99277
0.3877,0.34762
1.3496,0.55792
1.7837,2.1129
0.12543,0.16985
4.7442,3.8711
0.55075,0.58574
5.3508,3.1551
4.1968,0.86422
3.2752,2.3025
0.68899,0.61256
2.6892,1.4485
1.5017,1.8351
6.0129,8.8118
1.6371,0.68756
0.46018,1.1341
0.65093,0.82353
0.57823,1.4589
4.5555,2.3173
2.4753,1.5431
2.9841,1.3658
2.1274,5.6964
0.18397,0.17328
0.12107,0.45688
5.611,4.7404
0.26995,0.34047
2.2902,3.9707
0.67316,0.35449
0.57386,4.258
1.5257,2.1885
1.5973,1.2083
1.0232,5.2902
1.3141,1.2213
6.1998,5.683
0.95809,0.42874
3.2333,3.0333
0.48104,0.39882
0.69907,0.74221
2.1197,1.279
0.21726,0.32199
0.23107,0.31285
1.4289,0.52046
1.091,1.2779
0.61481,0.48597
0.9513,3.7408
0.75274,1.1523
1.698,1.4507
1.3145,0.65591
0.71591,0.4726
2.1489,1.2501
1.1942,0.46028
2.3613,4.4703
1.3046,0.41516
0.71796,2.4422
2.1676,0.97976
10.009,10.765
0.53382,0.4609
0.61129,0.74525
1.4108,0.44087
1.0696,1.2036
7.4482,12.541
3.0057,1.6069
1.3841,1.3799
1.86,0.10502
1.8324,1.9238
1.9764,12.344
0.91383,0.38633
0.65198,1.6843
0.59397,0.074677
0.17405,0.44907
7.7523,2.9196
3.6672,2.2346
0.18793,0.4309
0.63271,0.87077
1.0028,0.6803
1.6931,1.0713
0.83181,0.16738
6.5139,0.79966
0.50239,0.70836
4.2745,0.48121
1.8526,3.0202
0.8368,1.3049
2.0999,1.9504
0.50487,0.53278
4.5653,1.6429
4.2003,12.098
0.3943,0.10901
1.3075,0.94047
0.33507,0.49822
0.53173,0.3181
7.1758,9.2377
1.3393,2.1022
0.6948,0.8579
0.075889,0.067946
0.61788,1.1166
0.61466,0.27828
0.094582,0.33648
7.6733,1.3814
0.59209,2.859
0.45508,0.71948
0.17312,0.069183
1.1298,0.72223
0.41282,1.0164
3.0916,3.046
6.8171,0.99522
0.25483,0.32944
0.89429,0.15542
1.3115,0.94608
0.6476,1.0952
3.0022,5.5379
0.66087,1.4666
0.39306,0.18326
0.57996,1.423
3.4129,2.3345
0.38522,0.22757
0.98791,0.6409
2.2339,0.64972
0.65432,0.869
1.2483,0.64053
2.1148,0.75742
0.6014,1.224
0.93255,0.89658
0.3453,0.2195
