ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,mean,logStd
1,0,.22576058,.87692232E-03,1,1,-14940.851,.81895358E-03,.22661271E-01
1,0,.22585400,.0000000,1,2,-14937.905,.19444912E-01,-.52972639E-02
1,0,.22575939,.0000000,1,8,-14935.480,.61682241E-02,-.65143368E-02
1,0,.22580496,.0000000,1,1,-14936.186,.17910022E-01,.13133299E-01
1,0,.22592783,.0000000,1,2,-14934.329,-.24795650E-01,-.20181069E-01
1,0,.22591732,.60638431E-03,1,7,-14934.226,-.39536018E-02,-.34958352E-02
1,0,.22581907,.0000000,1,7,-14934.824,.68635888E-04,-.77536573E-02
1,0,.22595029,.0000000,1,1,-14934.660,-.41436215E-01,-.20414594E-01
1,0,.22606899,.0000000,1,2,-14934.049,-.27653994E-01,-.13162714E-01
1,0,.22590404,.74946814E-03,1,10,-14934.130,-.28705632E-01,-.12836458E-01
1,0,.22603496,.0000000,1,1,-14933.901,-.20460684E-01,-.10886791E-01
1,0,.22610680,.0000000,1,6,-14934.631,-.37943425E-01,-.25353229E-01
1,0,.22600941,.79859246E-03,1,6,-14935.009,-.29323766E-01,-.25829124E-01
1,0,.22605173,.0000000,1,3,-14935.214,.73853187E-03,.68160105E-02
1,0,.22586030,.40325215E-03,1,8,-14936.097,.12686050E-01,-.38789573E-02
1,0,.22585002,.0000000,1,10,-14934.497,-.87813475E-02,-.12493545E-01
1,0,.22585859,.0000000,1,6,-14934.016,-.27950696E-01,-.17223571E-01
1,0,.22584106,.0000000,1,3,-14934.594,-.38269268E-01,-.16862110E-01
1,0,.22574529,.95267625E-03,1,5,-14935.701,-.82328441E-02,.62591641E-02
1,0,.22589206,.0000000,1,6,-14934.802,.11635183E-02,-.65589760E-02
1,0,.22555713,.0000000,1,20,-14934.070,-.21891423E-01,-.87245355E-02
1,0,.22552862,.0000000,1,2,-14935.342,-.16015340E-02,-.12054136E-01
1,0,.22565793,.0000000,1,1,-14935.007,-.33005866E-01,-.27032715E-01
1,0,.22578720,.0000000,1,1,-14934.150,-.92701955E-02,-.96293224E-02
1,0,.22570049,.15262997E-02,1,10,-14934.148,-.78514150E-02,-.31971996E-02
1,0,.22582835,.0000000,1,1,-14934.155,-.10343277E-01,-.10610169E-01
1,0,.22579095,.0000000,1,6,-14934.459,-.23368913E-01,-.63778550E-02
1,0,.22589220,.82271357E-03,1,2,-14934.087,-.25522713E-01,-.10868050E-01
1,0,.22592955,.0000000,1,1,-14934.885,.49796158E-02,.45883593E-02
1,0,.22594557,.0000000,1,4,-14934.652,-.29704142E-01,-.24049876E-01
1,0,.22593268,.0000000,1,1,-14936.560,.10742929E-01,-.76496867E-02
1,0,.22606135,.25032357E-03,1,1,-14936.150,.21067670E-01,.10839266E-01
1,0,.22594140,.0000000,1,8,-14934.204,-.31743700E-01,-.20565162E-01
1,0,.22593365,.0000000,1,1,-14935.922,-.45855019E-01,-.15207043E-01
1,0,.22598712,.0000000,1,3,-14935.185,-.27225720E-01,-.25821233E-01
1,0,.22600121,.67540236E-03,1,4,-14935.707,-.50583168E-01,-.32606692E-01
1,0,.22606493,.0000000,1,3,-14934.225,-.29447028E-01,-.20661600E-01
1,0,.22606303,.0000000,1,4,-14934.350,-.36996801E-01,-.19628058E-01
1,0,.22606550,.40940445E-03,1,7,-14934.214,-.25395712E-01,-.94492191E-02
1,0,.22619348,.0000000,1,1,-14934.136,-.67852543E-02,-.37782536E-02
1,0,.22625980,.41407805E-03,1,2,-14934.313,-.23997796E-02,-.17422705E-02
1,0,.22631943,.0000000,1,1,-14934.846,-.12313898E-01,.10171145E-02
1,0,.22644729,.0000000,1,1,-14934.566,-.39049036E-01,-.18198235E-01
1,0,.22641473,.38864993E-03,1,6,-14934.394,-.17292521E-01,-.36814341E-02
1,0,.22642098,.0000000,1,4,-14934.732,-.43105987E-01,-.23033404E-01
1,0,.22649213,.0000000,1,1,-14935.151,-.37239231E-01,-.11868556E-01
1,0,.22658310,.0000000,1,1,-14935.402,.13648540E-01,.36632440E-02
1,0,.22656924,.24344879E-03,1,1,-14937.349,.79660273E-02,-.12454027E-01
1,0,.22648174,.0000000,1,7,-14937.356,.17065386E-01,.18855075E-01
1,0,.22660913,.0000000,1,1,-14934.291,-.13965862E-01,-.30478154E-02
1,0,.22636688,.64124115E-03,1,15,-14934.031,-.17126859E-01,-.13837333E-01
1,0,.22629143,.0000000,1,4,-14935.214,-.28895438E-01,-.57628451E-02
1,0,.22641844,.0000000,1,1,-14934.236,-.29168985E-01,-.20724073E-01
1,0,.22646496,.0000000,1,2,-14934.571,-.85335705E-02,-.12826993E-01
1,0,.22614898,.70447137E-03,1,14,-14934.399,-.96370162E-02,-.78512273E-03
1,0,.22616308,.0000000,1,2,-14935.394,.73953665E-02,.86515003E-02
1,0,.22628971,.0000000,1,1,-14934.804,-.28111925E-02,-.10046055E-01
1,0,.22623125,.77555609E-03,1,13,-14934.059,-.18348218E-01,-.70114657E-02
1,0,.22634313,.0000000,1,1,-14934.152,-.95357422E-02,-.31927426E-02
1,0,.22649892,.87863653E-03,1,3,-14934.058,-.24346052E-01,-.10417848E-01
1,0,.22646802,.0000000,1,4,-14934.397,-.37452266E-01,-.22060957E-01
1,0,.22659290,.0000000,1,5,-14934.287,-.85395949E-02,-.10586924E-01
1,0,.22675111,.0000000,1,2,-14934.960,.84157345E-02,.18569399E-02
1,0,.22685333,.0000000,1,2,-14934.627,-.13304734E-01,-.55233375E-03
1,0,.22693487,.0000000,1,1,-14934.945,-.53193350E-02,.39117017E-02
1,0,.22695105,.0000000,1,1,-14936.065,-.51285806E-01,-.34965500E-01
1,0,.22686765,.62158863E-03,1,7,-14934.018,-.21971616E-01,-.16077920E-01
1,0,.22692915,.0000000,1,3,-14933.930,-.18423448E-01,-.12918792E-01
1,0,.22698737,.0000000,1,1,-14934.465,-.26990817E-01,-.85418711E-02
1,0,.22693966,.0000000,1,4,-14934.957,.59371467E-02,.51476226E-02
1,0,.22692096,.74731142E-03,1,5,-14934.435,-.26724449E-02,.56917897E-03
1,0,.22696040,.0000000,1,1,-14935.190,.78701122E-02,.70626980E-02
1,0,.22698129,.0000000,1,2,-14935.785,.11824057E-01,.11144997E-01
1,0,.22690360,.33976221E-03,1,4,-14936.758,.19982195E-01,.16422564E-01
1,0,.22702888,.0000000,1,1,-14934.883,.70893507E-02,.28322994E-03
1,0,.22707335,.0000000,1,1,-14935.574,-.51564159E-01,-.30654690E-01
1,0,.22695027,.28440374E-03,1,9,-14934.228,-.21054010E-01,-.17810338E-01
1,0,.22693184,.0000000,1,3,-14935.019,.91999767E-02,.33211787E-02
1,0,.22671763,.74146803E-03,1,12,-14933.986,-.23861344E-01,-.11152354E-01
1,0,.22678868,.0000000,1,1,-14934.391,-.25185501E-01,-.79161792E-02
1,0,.22674573,.42012132E-03,1,7,-14934.399,-.27233489E-01,-.91682185E-02
1,0,.22662223,.0000000,1,8,-14934.530,-.75946939E-02,.74498073E-03
1,0,.22662469,.0000000,1,1,-14935.950,.19257885E-01,.96458548E-02
1,0,.22661032,.0000000,1,1,-14937.935,-.10611547E-01,-.25780900E-01
1,0,.22666597,.46815179E-03,1,3,-14936.179,-.57131847E-01,-.27449347E-01
1,0,.22667197,.0000000,1,2,-14936.897,.26479474E-01,.15534733E-01
1,0,.22675985,.0000000,1,2,-14936.234,.18973402E-01,.13227353E-01
1,0,.22667523,.42063050E-03,1,3,-14938.248,.33475369E-01,.22520852E-01
1,0,.22669371,.0000000,1,4,-14935.228,.48575831E-02,.74519912E-02
1,0,.22674506,.0000000,1,3,-14934.291,-.12373752E-01,-.13420980E-01
1,0,.22676065,.32551657E-03,1,4,-14934.013,-.24871463E-01,-.11436868E-01
1,0,.22670486,.0000000,1,6,-14933.952,-.25570796E-01,-.13531039E-01
1,0,.22672553,.0000000,1,1,-14934.986,-.24665535E-01,-.23863356E-01
1,0,.22667987,.79766038E-03,1,6,-14934.179,-.54122703E-02,-.33703818E-02
1,0,.22670482,.0000000,1,3,-14934.359,-.25402995E-01,-.20627747E-01
1,0,.22661894,.0000000,1,9,-14934.118,-.83892463E-02,-.37060146E-02
1,0,.22654481,.76365320E-03,1,5,-14934.523,-.20441848E-01,-.19542783E-01
1,0,.22652391,.0000000,1,5,-14934.499,-.30234891E-01,-.23206382E-01
1,0,.22643857,.33156586E-03,1,5,-14935.296,-.46975321E-01,-.20393273E-01
1,0,.22656183,.0000000,1,1,-14935.041,-.10397345E-01,-.16597033E-01
1,0,.22660036,.0000000,1,1,-14935.799,-.20935243E-02,.87415309E-02
1,0,.22664748,.0000000,1,2,-14936.089,.20892518E-01,.76205790E-02
1,0,.22663523,.20927689E-03,1,1,-14937.988,.98069904E-02,-.12957160E-01
1,0,.22670909,.0000000,1,4,-14934.986,.68817702E-02,-.19026649E-02
1,0,.22672461,.0000000,1,5,-14934.596,-.35926577E-01,-.25001949E-01
1,0,.22663718,.0000000,1,4,-14935.684,-.29025654E-01,-.39514106E-02
1,0,.22644479,.40551315E-03,1,12,-14935.010,.87334424E-02,.93710404E-03
1,0,.22642677,.0000000,1,5,-14934.828,-.12379644E-01,-.16783449E-01
1,0,.22646446,.67102665E-03,1,4,-14934.635,-.16383229E-02,-.77978573E-02
1,0,.22658695,.0000000,1,1,-14934.253,-.29551690E-01,-.20977189E-01
1,0,.22669158,.0000000,1,4,-14934.227,-.21988649E-01,-.18223564E-01
1,0,.22669258,.32944892E-03,1,1,-14935.684,-.29492205E-01,-.42351083E-02
1,0,.22681843,.0000000,1,2,-14935.623,-.37883246E-01,-.31259080E-01
1,0,.22687399,.0000000,1,6,-14935.223,-.48502407E-01,-.28142086E-01
1,0,.22689302,.0000000,1,2,-14935.778,-.49957770E-01,-.20184221E-01
1,0,.22701513,.0000000,1,1,-14935.067,-.31841386E-01,-.26969098E-01
1,0,.22690052,.53069750E-03,1,12,-14934.067,-.10237893E-01,-.45936054E-02
1,0,.22676882,.0000000,1,8,-14934.545,-.29404869E-01,-.96301124E-02
1,0,.22689055,.76450139E-03,1,1,-14934.245,-.11915624E-01,-.27347772E-02
1,0,.22686524,.0000000,1,1,-14936.962,-.32833492E-01,-.21252207E-02
1,0,.22692027,.0000000,1,3,-14934.526,-.31810035E-01,-.11526169E-01
1,0,.22673723,.27656055E-03,1,9,-14935.248,-.33164999E-01,-.28242656E-01
1,0,.22667427,.0000000,1,7,-14934.854,.53567145E-02,.40660183E-02
1,0,.22669938,.0000000,1,1,-14935.804,-.32870857E-02,.83822727E-02
1,0,.22682070,.0000000,1,1,-14934.763,-.98266165E-02,.15029050E-02
1,0,.22659642,.56549097E-03,1,11,-14934.041,-.28124542E-01,-.17836233E-01
1,0,.22645841,.0000000,1,11,-14933.986,-.15570067E-01,-.69039033E-02
1,0,.22649864,.0000000,1,1,-14934.712,-.23281720E-02,.31377805E-02
1,0,.22658576,.0000000,1,2,-14934.131,-.27645136E-01,-.11941944E-01
1,0,.22647594,.12090325E-02,1,8,-14934.120,-.94553121E-02,-.36463494E-02
1,0,.22651402,.0000000,1,4,-14934.007,-.15126218E-01,-.64291566E-02
1,0,.22649283,.0000000,1,4,-14934.409,-.30629526E-01,-.11523926E-01
1,0,.22657807,.79039300E-03,1,2,-14934.072,-.29959748E-01,-.15277702E-01
1,0,.22643635,.0000000,1,12,-14934.284,-.24676538E-01,-.84026755E-02
1,0,.22638898,.0000000,1,2,-14936.193,.13447652E-01,.13487011E-01
1,0,.22611519,.69528492E-03,1,17,-14934.425,-.25272736E-01,-.77335342E-02
1,0,.22607156,.0000000,1,2,-14936.192,-.57970009E-01,-.31126245E-01
1,0,.22612929,.0000000,1,2,-14936.442,-.39740034E-01,-.34883323E-01
1,0,.22617196,.0000000,1,1,-14937.132,-.64582392E-01,-.36019845E-01
1,0,.22601743,.82549364E-03,1,10,-14934.438,-.32995361E-01,-.23307352E-01
1,0,.22610123,.0000000,1,4,-14934.039,-.15797527E-01,-.13132632E-01
1,0,.22617169,.0000000,1,4,-14934.727,-.18920340E-01,-.19910941E-01
1,0,.22616145,.71560377E-03,1,1,-14936.560,-.47473552E-01,-.37102230E-01
1,0,.22621529,.0000000,1,3,-14935.528,-.51225458E-01,-.30309627E-01
1,0,.22627456,.0000000,1,3,-14934.544,-.37407663E-01,-.24470896E-01
1,0,.22622162,.34790314E-03,1,6,-14934.312,-.31301342E-01,-.21863635E-01
1,0,.22626376,.0000000,1,4,-14933.905,-.19305868E-01,-.12724001E-01
1,0,.22624562,.0000000,1,1,-14936.126,-.43913009E-01,-.12641164E-01
1,0,.22633790,.0000000,1,4,-14934.622,.35500581E-02,.73624825E-04
1,0,.22635545,.66763221E-03,1,5,-14933.997,-.27159315E-01,-.16817062E-01
1,0,.22632472,.0000000,1,2,-14935.372,-.50554996E-01,-.26450856E-01
1,0,.22644372,.0000000,1,1,-14934.194,-.26714126E-01,-.19684516E-01
1,0,.22638439,.35446521E-03,1,7,-14933.949,-.13910406E-01,-.99991942E-02
1,0,.22645580,.0000000,1,1,-14934.318,-.72579190E-02,-.98468463E-02
1,0,.22647254,.0000000,1,2,-14934.940,-.45727840E-01,-.23844192E-01
1,0,.22627657,.31461217E-03,1,7,-14936.308,.86918417E-03,-.14139692E-01
1,0,.22627032,.0000000,1,8,-14935.085,-.23073501E-01,-.23597549E-01
1,0,.22637325,.58271459E-03,1,2,-14934.449,-.47466958E-02,-.89467328E-02
1,0,.22636354,.0000000,1,6,-14934.518,-.58121125E-02,-.10421175E-01
1,0,.22636285,.0000000,1,1,-14936.024,.60113289E-02,.11736243E-01
1,0,.22648122,.30755917E-03,1,1,-14935.611,-.18937834E-01,-.23663543E-01
1,0,.22659955,.0000000,1,1,-14934.422,-.39172783E-02,-.79154555E-02
1,0,.22665053,.0000000,1,1,-14935.002,.19484901E-04,-.89926585E-02
1,0,.22672170,.0000000,1,4,-14934.190,-.21064912E-01,-.17498782E-01
1,0,.22683989,.0000000,1,1,-14934.179,-.32931732E-01,-.19703632E-01
1,0,.22671880,.36242883E-03,1,10,-14934.813,-.42348238E-03,-.81066720E-02
1,0,.22672258,.0000000,1,5,-14934.345,-.14026708E-02,-.22194289E-02
1,0,.22677384,.0000000,1,1,-14934.919,-.86791448E-02,.27271550E-02
1,0,.22676478,.65607032E-03,1,2,-14935.961,.12929099E-01,.12195868E-01
1,0,.22655333,.0000000,1,14,-14934.147,-.21204935E-01,-.75536901E-02
1,0,.22667095,.75667937E-03,1,1,-14934.008,-.10270972E-01,-.72136691E-02
1,0,.22654197,.0000000,1,12,-14934.127,-.31240919E-01,-.19182370E-01
1,0,.22653551,.0000000,1,1,-14935.820,-.48048213E-01,-.17839868E-01
1,0,.22644696,.73548380E-03,1,8,-14934.897,-.44338050E-01,-.26531839E-01
1,0,.22644095,.0000000,1,3,-14935.501,.12469099E-01,.88395373E-02
1,0,.22650003,.0000000,1,3,-14934.974,-.50021584E-02,.41614511E-02
1,0,.22657136,.0000000,1,1,-14935.335,.69131623E-02,-.49254720E-02
1,0,.22659439,.47427716E-03,1,8,-14934.801,.49746668E-02,-.20933342E-02
1,0,.22657660,.0000000,1,6,-14934.235,-.14816058E-01,-.14511908E-01
1,0,.22657491,.0000000,1,3,-14934.653,-.27455195E-01,-.23283004E-01
1,0,.22663980,.68069552E-03,1,3,-14934.046,-.13754256E-01,-.54582028E-02
1,0,.22658099,.0000000,1,14,-14934.140,-.19122731E-01,-.65429761E-02
1,0,.22662342,.0000000,1,1,-14934.816,-.17890940E-01,-.19828307E-01
1,0,.22669361,.72662833E-03,1,1,-14935.184,-.38805824E-01,-.29345214E-01
1,0,.22677591,.0000000,1,2,-14934.551,-.36374647E-01,-.15292603E-01
1,0,.22668853,.0000000,1,8,-14935.493,-.48077167E-01,-.31521301E-01
1,0,.22680480,.0000000,1,1,-14934.020,-.28931720E-01,-.16713880E-01
1,0,.22675507,.0000000,1,3,-14935.184,-.20646840E-01,-.22873794E-01
1,0,.22676325,.0000000,1,1,-14936.453,.87444668E-02,-.88406703E-02
1,0,.22690441,.47719634E-03,1,2,-14933.963,-.23574708E-01,-.15718638E-01
1,0,.22687783,.0000000,1,1,-14936.960,-.60923822E-01,-.26247039E-01
1,0,.22695985,.0000000,1,2,-14934.372,-.94095531E-02,-.93295255E-03
1,0,.22690647,.0000000,1,3,-14937.135,-.57229434E-01,-.20594241E-01
1,0,.22702248,.25004823E-03,1,1,-14936.591,-.42953320E-01,-.10117571E-01
1,0,.22707081,.0000000,1,3,-14935.599,-.52596855E-01,-.26576851E-01
1,0,.22658329,.0000000,1,23,-14936.021,-.71485200E-02,-.18420888E-01
1,0,.22671897,.0000000,1,4,-14934.797,-.15159913E-01,-.18248065E-01
1,0,.22675449,.10322916E-02,1,2,-14935.577,-.34816435E-01,-.30180851E-01
1,0,.22673419,.0000000,1,1,-14937.976,-.59159477E-01,-.43583777E-01
1,0,.22665149,.0000000,1,8,-14937.324,-.64020200E-01,-.28371007E-01
1,0,.22673306,.0000000,1,2,-14935.941,-.55381843E-01,-.27125999E-01
1,0,.22671454,.49588073E-03,1,5,-14934.043,-.13266464E-01,-.53745266E-02
1,0,.22682973,.0000000,1,1,-14934.008,-.26580331E-01,-.12969313E-01
1,0,.22687504,.0000000,1,3,-14934.295,-.88016720E-02,-.14666657E-02
1,0,.22695635,.0000000,1,2,-14934.178,-.93007154E-02,-.28240780E-02
1,0,.22652290,.36235968E-03,1,20,-14934.609,-.28215161E-01,-.84193247E-02
1,0,.22655545,.0000000,1,4,-14934.299,-.43016625E-02,-.67401479E-02
1,0,.22651520,.93019367E-03,1,4,-14935.631,.63100352E-02,-.72050215E-02
1,0,.22653340,.0000000,1,2,-14936.183,.12399161E-01,-.45819364E-02
1,0,.22659179,.0000000,1,3,-14935.926,-.53734614E-01,-.33219633E-01
1,0,.22674576,.29757005E-03,1,2,-14935.314,-.49884580E-01,-.27717509E-01
1,0,.22670966,.0000000,1,5,-14935.437,-.36457643E-01,-.98667786E-02
1,0,.22682407,.0000000,1,1,-14934.439,-.36226481E-01,-.23361046E-01
1,0,.22685010,.24211018E-03,1,3,-14936.141,-.57525873E-01,-.29837195E-01
1,0,.22693865,.0000000,1,2,-14935.163,-.47216570E-01,-.28465404E-01
1,0,.22698767,.0000000,1,3,-14934.594,-.20905809E-01,-.20178322E-01
1,0,.22709617,.26680092E-03,1,5,-14934.377,-.19626879E-01,-.18218594E-01
1,0,.22708895,.0000000,1,5,-14934.122,-.12099424E-01,-.11584052E-01
1,0,.22716919,.0000000,1,1,-14934.382,-.32161227E-01,-.13002812E-01
1,0,.22720494,.75006705E-03,1,6,-14933.971,-.25626980E-01,-.16202668E-01
1,0,.22721141,.0000000,1,1,-14935.276,-.45375316E-01,-.30271204E-01
1,0,.22725871,.0000000,1,3,-14934.295,-.34319055E-01,-.16201845E-01
1,0,.22723632,.0000000,1,1,-14936.882,-.48870971E-01,-.13771888E-01
1,0,.22735013,.0000000,1,1,-14936.528,-.45308533E-01,-.12174866E-01
1,0,.22739695,.24017872E-03,1,3,-14936.629,-.58713976E-01,-.25481273E-01
1,0,.22747725,.0000000,1,2,-14936.225,-.41077487E-01,-.10042902E-01
1,0,.22756629,.0000000,1,1,-14936.408,.14830797E-01,-.34309679E-02
1,0,.22752461,.19512015E-03,1,6,-14934.541,-.34942353E-01,-.24435733E-01
1,0,.22760625,.0000000,1,1,-14934.785,-.14698324E-01,-.17926134E-01
1,0,.22756289,.30555401E-03,1,7,-14934.533,-.33515465E-01,-.12839779E-01
1,0,.22762591,.0000000,1,1,-14934.953,-.37699620E-01,-.13393379E-01
1,0,.22758912,.27379676E-03,1,10,-14935.402,.13871888E-01,.48375149E-02
1,0,.22767776,.0000000,1,2,-14934.440,-.17818017E-02,-.58754491E-02
1,0,.22769897,.29940630E-03,1,4,-14934.190,-.31255497E-01,-.14396602E-01
1,0,.22772596,.0000000,1,3,-14934.333,-.36612108E-01,-.19217860E-01
1,0,.22781075,.35539879E-03,1,2,-14934.295,-.13010091E-01,-.26642358E-02
1,0,.22770009,.0000000,1,8,-14935.030,-.44696967E-01,-.20067588E-01
1,0,.22777969,.0000000,1,2,-14934.378,-.25575314E-02,-.22777543E-03
1,0,.22787627,.0000000,1,3,-14934.058,-.86966067E-02,-.53305455E-02
1,0,.22787150,.59960750E-03,1,6,-14934.008,-.20357350E-01,-.15239017E-01
1,0,.22779249,.0000000,1,4,-14935.342,-.39157901E-02,-.13702732E-01
1,0,.22781713,.32300393E-03,1,5,-14934.026,-.26893681E-01,-.12888184E-01
1,0,.22792843,.0000000,1,2,-14934.059,-.95334097E-02,-.82437086E-02
1,0,.22787728,.33386476E-03,1,7,-14935.204,-.48734708E-01,-.27055118E-01
1,0,.22783324,.0000000,1,4,-14935.727,.17351136E-01,.61560184E-02
1,0,.22794557,.0000000,1,1,-14935.400,.10213584E-01,-.19073145E-02
1,0,.22796071,.0000000,1,1,-14936.502,-.40912280E-01,-.35424417E-01
1,0,.22792816,.61121061E-03,1,5,-14937.009,-.58593211E-01,-.22788299E-01
1,0,.22799731,.0000000,1,5,-14936.139,-.21002331E-01,.20433806E-02
1,0,.22795308,.0000000,1,5,-14936.469,-.54947117E-01,-.21571682E-01
1,0,.22806511,.0000000,1,1,-14934.736,-.38928017E-01,-.16153320E-01
1,0,.22797427,.55475228E-03,1,5,-14935.872,.80545080E-02,-.69111816E-02
1,0,.22808621,.0000000,1,1,-14934.234,-.32831004E-01,-.15427443E-01
1,0,.22802902,.0000000,1,2,-14937.020,-.64238601E-03,.13304791E-01
1,0,.22814090,.0000000,1,1,-14935.165,-.27108808E-01,-.48910783E-02
1,0,.22813587,.0000000,1,1,-14936.808,-.46690547E-01,-.12250335E-01
1,0,.22808372,.36347146E-03,1,6,-14936.721,-.38506850E-01,-.35414477E-01
1,0,.22816243,.0000000,1,2,-14935.393,.13509914E-01,.34723152E-02
1,0,.22812209,.23043406E-03,1,8,-14935.266,-.22982396E-01,-.24315776E-01
1,0,.22811672,.0000000,1,6,-14935.175,-.38147035E-01,-.12461202E-01
1,0,.22815008,.51531119E-03,1,5,-14934.836,-.40323817E-01,-.16723879E-01
1,0,.22822450,.0000000,1,3,-14935.687,-.51216699E-01,-.32192885E-01
1,0,.22800012,.0000000,1,12,-14936.263,-.21659006E-01,.20976944E-02
1,0,.22804644,.44518475E-03,1,3,-14935.266,-.47351545E-01,-.21208869E-01
1,0,.22811507,.0000000,1,1,-14935.616,-.52842868E-01,-.27023772E-01
1,0,.22807321,.0000000,1,3,-14936.609,-.47167940E-01,-.13381107E-01
1,0,.22818426,.0000000,1,1,-14936.386,-.11945493E-01,-.22427320E-01
1,0,.22829528,.27662385E-03,1,1,-14935.513,-.13587341E-01,-.20434619E-01
1,0,.22828718,.0000000,1,8,-14935.530,-.45393529E-01,-.16894667E-01
1,0,.22820652,.0000000,1,4,-14936.812,-.62281679E-01,-.30705994E-01
1,0,.22831733,.0000000,1,1,-14935.037,-.34167347E-01,-.27513076E-01
1,0,.22836737,.45216328E-03,1,4,-14934.570,-.35895262E-01,-.24767835E-01
1,0,.22826486,.0000000,1,5,-14935.903,.15386913E-01,.17710151E-03
1,0,.22837550,.0000000,1,1,-14935.171,-.47728943E-01,-.23159383E-01
1,0,.22838876,.28793651E-03,1,4,-14934.448,-.36821580E-01,-.16974639E-01
1,0,.22852990,.0000000,1,2,-14934.677,-.39598275E-01,-.17476831E-01
1,0,.22860215,.32365197E-03,1,4,-14934.133,-.12135164E-01,-.11735614E-01
1,0,.22862235,.0000000,1,2,-14934.678,-.37685373E-01,-.25786919E-01
1,0,.22858370,.0000000,1,2,-14936.440,-.16015618E-01,-.24825516E-01
1,0,.22866136,.0000000,1,2,-14934.001,-.28254289E-01,-.16308383E-01
1,0,.22866628,.27046265E-03,1,1,-14935.337,-.34648291E-01,-.29098595E-01
1,0,.22877659,.0000000,1,1,-14935.129,.10293197E-01,.48913718E-02
1,0,.22873959,.0000000,1,6,-14934.566,.23368647E-02,-.19023016E-02
1,0,.22871605,.27683611E-03,1,1,-14937.316,.45922983E-02,.15856687E-01
1,0,.22882622,.0000000,1,1,-14935.945,-.62246406E-02,-.17580859E-01
1,0,.22876220,.0000000,1,8,-14935.308,-.27637504E-01,-.26502154E-01
1,0,.22884687,.0000000,1,5,-14935.307,-.13705560E-01,.25226394E-02
1,0,.22876220,.38058731E-03,1,3,-14937.688,-.61751181E-01,-.23000368E-01
1,0,.22879753,.0000000,1,4,-14934.418,-.31934878E-01,-.12484428E-01
1,0,.22879822,.0000000,1,2,-14935.355,.10415127E-01,.80466505E-02
1,0,.22877469,.25399262E-03,1,2,-14936.585,.24693796E-01,.13327957E-01
1,0,.22882019,.0000000,1,3,-14936.152,-.14343403E-01,-.23043829E-01
1,0,.22891021,.0000000,1,1,-14936.301,-.45239757E-02,-.17700324E-01
1,0,.22901990,.0000000,1,1,-14934.571,-.13368826E-01,-.15973200E-01
1,0,.22912955,.0000000,1,1,-14934.240,-.11119382E-01,-.25468452E-02
1,0,.22914818,.18906530E-03,1,1,-14935.262,-.23176834E-01,-.22489079E-02
1,0,.22916202,.0000000,1,4,-14934.087,-.30572240E-01,-.15748679E-01
1,0,.22914321,.0000000,1,5,-14934.152,-.12064660E-01,-.11905717E-01
1,0,.22914750,.0000000,1,1,-14935.502,-.19637314E-01,.52991895E-03
1,0,.22915015,.0000000,1,1,-14936.897,-.63107272E-01,-.34716014E-01
1,0,.22915890,.43840168E-03,1,5,-14936.363,-.31803982E-01,-.31910646E-01
1,0,.22927701,.0000000,1,2,-14935.249,.50176045E-02,-.61635888E-02
1,0,.22925353,.0000000,1,4,-14935.535,-.24786450E-01,-.20573726E-02
1,0,.22927773,.0000000,1,1,-14936.451,.13557647E-03,.11781400E-01
1,0,.22935903,.20147580E-03,1,2,-14935.443,.14104031E-01,.66058730E-02
1,0,.22943581,.0000000,1,2,-14935.019,-.32855630E-01,-.27047660E-01
1,0,.22945576,.26616457E-03,1,7,-14934.612,-.40779925E-01,-.24129754E-01
1,0,.22931803,.0000000,1,9,-14934.980,-.30615933E-01,-.26141860E-01
1,0,.22937184,.0000000,1,1,-14935.475,-.83876905E-02,-.17195395E-01
1,0,.22944955,.0000000,1,2,-14934.256,-.33744184E-01,-.16170389E-01
1,0,.22952605,.58828734E-03,1,2,-14933.899,-.17005183E-01,-.10885349E-01
1,0,.22946218,.0000000,1,4,-14934.958,.67524022E-05,.51805109E-02
1,0,.22960874,.0000000,1,2,-14934.476,-.21999226E-01,-.19993741E-01
1,0,.22959983,.0000000,1,1,-14936.269,-.29494047E-01,-.22134608E-02
1,0,.22964384,.23962999E-03,1,3,-14934.580,-.12844463E-01,-.64741328E-03
1,0,.22967328,.0000000,1,1,-14935.405,.67907975E-02,.86993277E-02
1,0,.22978271,.0000000,1,2,-14935.504,-.10750864E-01,.45326176E-02
1,0,.22990241,.0000000,1,2,-14934.165,-.13483146E-01,-.39843653E-02
1,0,.22988039,.29199831E-03,1,13,-14934.578,-.70964047E-03,-.63573283E-02
1,0,.22974500,.0000000,1,5,-14937.297,.48129136E-02,-.14529133E-01
1,0,.22973012,.0000000,1,6,-14935.080,-.35381240E-01,-.28057356E-01
1,0,.22977864,.66563598E-03,1,1,-14935.633,-.17025908E-01,-.22752702E-01
1,0,.22979461,.0000000,1,4,-14933.980,-.23865343E-01,-.11259680E-01
1,0,.22971890,.0000000,1,3,-14935.878,.16500295E-02,-.11991981E-01
1,0,.22962054,.25016336E-03,1,8,-14935.748,-.30271842E-01,-.29240975E-01
1,0,.22955691,.0000000,1,3,-14937.225,-.11849191E-01,-.24718524E-01
1,0,.22966483,.0000000,1,1,-14937.059,-.10760117E-01,-.23665757E-01
