SampleLogFunc,mean,logStd
-14935.483,-.45549144E-01,-.17341180E-01
-14934.967,-.27835462E-01,-.62435779E-02
-14933.922,-.23302689E-01,-.12285645E-01
-14934.605,-.12387879E-01,-.32227816E-03
-14935.023,-.92836614E-02,-.15813250E-01
-14934.152,-.26714084E-01,-.10983411E-01
-14934.152,-.26714084E-01,-.10983411E-01
-14934.624,-.28517392E-02,.23859652E-02
-14934.826,-.35352236E-02,-.10754294E-01
-14934.587,-.40186009E-01,-.19603830E-01
-14934.587,-.40186009E-01,-.19603830E-01
-14936.012,-.37590387E-02,-.16230544E-01
-14934.361,-.82277630E-02,-.11030982E-01
-14934.795,-.38811674E-01,-.15528217E-01
-14934.748,-.29413443E-01,-.24513166E-01
-14934.088,-.13737750E-01,-.49118781E-02
-14934.545,-.30399050E-01,-.10335336E-01
-14936.061,-.53703354E-01,-.34422628E-01
-14936.926,-.36402070E-02,-.19040428E-01
-14936.799,-.37790010E-02,-.18758549E-01
-14936.799,-.37790010E-02,-.18758549E-01
-14935.384,-.15031479E-01,.22543564E-02
-14934.614,-.40958539E-02,.21240503E-02
-14934.503,-.25947974E-01,-.76311809E-02
-14934.318,-.46378593E-02,-.79894098E-03
-14934.318,-.46378593E-02,-.79894098E-03
-14934.318,-.46378593E-02,-.79894098E-03
-14934.236,-.33842898E-01,-.20657764E-01
-14934.063,-.30318945E-01,-.16364425E-01
-14934.063,-.30318945E-01,-.16364425E-01
-14934.063,-.30318945E-01,-.16364425E-01
-14934.143,-.19010044E-01,-.16073874E-01
-14934.618,-.30183429E-01,-.96946971E-02
-14934.066,-.23397558E-01,-.17228948E-01
-14934.248,-.44148433E-02,-.20434470E-02
-14934.566,-.34203810E-01,-.24555314E-01
-14934.359,-.87097755E-02,-.11384534E-01
-14936.289,.84719984E-02,.13321865E-01
-14936.289,.84719984E-02,.13321865E-01
-14934.220,-.91419876E-02,-.10380714E-01
-14934.850,-.24460669E-01,-.48117207E-02
-14934.081,-.30892459E-01,-.16763159E-01
-14934.463,-.36799571E-01,-.16742699E-01
-14934.222,-.12571572E-01,-.12953449E-01
-14934.222,-.12571572E-01,-.12953449E-01
-14934.699,-.39103510E-01,-.16690406E-01
-14935.784,.14972374E-01,.63430516E-03
-14938.164,.51396194E-02,-.16644318E-01
-14935.790,-.35533702E-01,-.77316957E-02
-14935.864,-.49576859E-01,-.33899086E-01
-14934.227,-.39212555E-02,-.37742516E-02
-14935.206,.11005731E-01,.16285250E-02
-14936.062,.17445861E-01,.14746274E-02
-14934.721,-.47858419E-02,-.11053563E-01
-14935.149,.72029115E-02,.67963970E-02
-14934.060,-.12172834E-01,-.10817775E-01
-14934.060,-.12172834E-01,-.10817775E-01
-14934.060,-.12172834E-01,-.10817775E-01
-14934.269,-.28016759E-01,-.20761883E-01
-14934.569,-.23689181E-01,-.58837294E-02
-14934.569,-.23689181E-01,-.58837294E-02
-14935.480,.61682241E-02,-.65143368E-02
-14934.226,-.39536018E-02,-.34958352E-02
-14934.824,.68635888E-04,-.77536573E-02
-14934.130,-.28705632E-01,-.12836458E-01
-14933.901,-.20460684E-01,-.10886791E-01
-14935.009,-.29323766E-01,-.25829124E-01
-14936.097,.12686050E-01,-.38789573E-02
-14934.497,-.87813475E-02,-.12493545E-01
-14934.016,-.27950696E-01,-.17223571E-01
-14935.701,-.82328441E-02,.62591641E-02
-14934.070,-.21891423E-01,-.87245355E-02
-14934.070,-.21891423E-01,-.87245355E-02
-14934.070,-.21891423E-01,-.87245355E-02
-14934.148,-.78514150E-02,-.31971996E-02
-14934.459,-.23368913E-01,-.63778550E-02
-14934.652,-.29704142E-01,-.24049876E-01
-14934.204,-.31743700E-01,-.20565162E-01
-14935.707,-.50583168E-01,-.32606692E-01
-14934.350,-.36996801E-01,-.19628058E-01
-14934.313,-.23997796E-02,-.17422705E-02
-14934.394,-.17292521E-01,-.36814341E-02
-14937.356,.17065386E-01,.18855075E-01
-14934.031,-.17126859E-01,-.13837333E-01
-14934.031,-.17126859E-01,-.13837333E-01
-14934.571,-.85335705E-02,-.12826993E-01
-14934.399,-.96370162E-02,-.78512273E-03
-14934.804,-.28111925E-02,-.10046055E-01
-14934.059,-.18348218E-01,-.70114657E-02
-14934.397,-.37452266E-01,-.22060957E-01
-14934.960,.84157345E-02,.18569399E-02
-14934.018,-.21971616E-01,-.16077920E-01
-14934.957,.59371467E-02,.51476226E-02
-14935.785,.11824057E-01,.11144997E-01
-14934.228,-.21054010E-01,-.17810338E-01
-14935.019,.91999767E-02,.33211787E-02
-14933.986,-.23861344E-01,-.11152354E-01
-14934.399,-.27233489E-01,-.91682185E-02
-14934.530,-.75946939E-02,.74498073E-03
-14936.897,.26479474E-01,.15534733E-01
-14935.228,.48575831E-02,.74519912E-02
-14933.952,-.25570796E-01,-.13531039E-01
-14934.179,-.54122703E-02,-.33703818E-02
-14934.118,-.83892463E-02,-.37060146E-02
-14934.523,-.20441848E-01,-.19542783E-01
-14935.296,-.46975321E-01,-.20393273E-01
-14934.986,.68817702E-02,-.19026649E-02
-14935.684,-.29025654E-01,-.39514106E-02
-14935.010,.87334424E-02,.93710404E-03
-14934.828,-.12379644E-01,-.16783449E-01
-14934.227,-.21988649E-01,-.18223564E-01
-14935.223,-.48502407E-01,-.28142086E-01
-14934.067,-.10237893E-01,-.45936054E-02
-14934.545,-.29404869E-01,-.96301124E-02
-14934.526,-.31810035E-01,-.11526169E-01
-14935.248,-.33164999E-01,-.28242656E-01
-14934.854,.53567145E-02,.40660183E-02
-14934.041,-.28124542E-01,-.17836233E-01
-14933.986,-.15570067E-01,-.69039033E-02
-14934.131,-.27645136E-01,-.11941944E-01
-14934.007,-.15126218E-01,-.64291566E-02
-14934.072,-.29959748E-01,-.15277702E-01
-14934.284,-.24676538E-01,-.84026755E-02
-14934.425,-.25272736E-01,-.77335342E-02
-14934.425,-.25272736E-01,-.77335342E-02
-14937.132,-.64582392E-01,-.36019845E-01
-14934.438,-.32995361E-01,-.23307352E-01
-14934.727,-.18920340E-01,-.19910941E-01
-14934.312,-.31301342E-01,-.21863635E-01
-14936.126,-.43913009E-01,-.12641164E-01
-14933.997,-.27159315E-01,-.16817062E-01
-14933.949,-.13910406E-01,-.99991942E-02
-14936.308,.86918417E-03,-.14139692E-01
-14935.085,-.23073501E-01,-.23597549E-01
-14934.518,-.58121125E-02,-.10421175E-01
-14934.179,-.32931732E-01,-.19703632E-01
-14934.813,-.42348238E-03,-.81066720E-02
-14935.961,.12929099E-01,.12195868E-01
-14934.147,-.21204935E-01,-.75536901E-02
-14934.127,-.31240919E-01,-.19182370E-01
-14934.127,-.31240919E-01,-.19182370E-01
-14934.897,-.44338050E-01,-.26531839E-01
-14934.801,.49746668E-02,-.20933342E-02
-14934.235,-.14816058E-01,-.14511908E-01
-14934.046,-.13754256E-01,-.54582028E-02
-14934.140,-.19122731E-01,-.65429761E-02
-14934.551,-.36374647E-01,-.15292603E-01
-14934.020,-.28931720E-01,-.16713880E-01
-14934.372,-.94095531E-02,-.93295255E-03
-14936.021,-.71485200E-02,-.18420888E-01
-14936.021,-.71485200E-02,-.18420888E-01
-14936.021,-.71485200E-02,-.18420888E-01
-14935.577,-.34816435E-01,-.30180851E-01
-14937.324,-.64020200E-01,-.28371007E-01
-14934.295,-.88016720E-02,-.14666657E-02
-14934.609,-.28215161E-01,-.84193247E-02
-14934.609,-.28215161E-01,-.84193247E-02
-14934.299,-.43016625E-02,-.67401479E-02
-14935.926,-.53734614E-01,-.33219633E-01
-14934.439,-.36226481E-01,-.23361046E-01
-14934.377,-.19626879E-01,-.18218594E-01
-14934.122,-.12099424E-01,-.11584052E-01
-14934.295,-.34319055E-01,-.16201845E-01
-14936.225,-.41077487E-01,-.10042902E-01
-14934.533,-.33515465E-01,-.12839779E-01
-14935.402,.13871888E-01,.48375149E-02
-14934.440,-.17818017E-02,-.58754491E-02
-14934.295,-.13010091E-01,-.26642358E-02
-14935.030,-.44696967E-01,-.20067588E-01
-14934.008,-.20357350E-01,-.15239017E-01
-14934.026,-.26893681E-01,-.12888184E-01
-14935.204,-.48734708E-01,-.27055118E-01
-14937.009,-.58593211E-01,-.22788299E-01
-14936.139,-.21002331E-01,.20433806E-02
-14935.872,.80545080E-02,-.69111816E-02
-14936.721,-.38506850E-01,-.35414477E-01
-14935.266,-.22982396E-01,-.24315776E-01
-14935.175,-.38147035E-01,-.12461202E-01
-14935.687,-.51216699E-01,-.32192885E-01
-14936.263,-.21659006E-01,.20976944E-02
-14936.609,-.47167940E-01,-.13381107E-01
-14935.530,-.45393529E-01,-.16894667E-01
-14934.570,-.35895262E-01,-.24767835E-01
-14935.171,-.47728943E-01,-.23159383E-01
-14934.133,-.12135164E-01,-.11735614E-01
-14935.129,.10293197E-01,.48913718E-02
-14935.308,-.27637504E-01,-.26502154E-01
-14935.307,-.13705560E-01,.25226394E-02
-14934.418,-.31934878E-01,-.12484428E-01
-14936.301,-.45239757E-02,-.17700324E-01
-14934.152,-.12064660E-01,-.11905717E-01
-14936.363,-.31803982E-01,-.31910646E-01
-14935.443,.14104031E-01,.66058730E-02
-14934.612,-.40779925E-01,-.24129754E-01
-14934.980,-.30615933E-01,-.26141860E-01
-14934.958,.67524022E-05,.51805109E-02
-14935.504,-.10750864E-01,.45326176E-02
-14934.578,-.70964047E-03,-.63573283E-02
-14937.297,.48129136E-02,-.14529133E-01
-14935.080,-.35381240E-01,-.28057356E-01
-14935.748,-.30271842E-01,-.29240975E-01
-14937.225,-.11849191E-01,-.24718524E-01
-14933.889,-.19552320E-01,-.11083243E-01
-14933.889,-.19552320E-01,-.11083243E-01
-14934.755,-.39821655E-01,-.16929049E-01
-14935.980,-.57230196E-03,.98936060E-02
-14934.207,-.60842491E-02,-.72791000E-02
-14934.169,-.33266504E-01,-.18552556E-01
-14934.590,-.28256032E-01,-.85611055E-02
-14935.089,-.40397833E-01,-.14904138E-01
-14933.995,-.15616826E-01,-.67763638E-02
-14934.004,-.10388065E-01,-.68030405E-02
-14934.004,-.10388065E-01,-.68030405E-02
-14934.217,-.85500114E-02,-.22444840E-02
-14934.375,-.22797688E-02,-.54945454E-02
-14934.728,-.33454345E-01,-.11393134E-01
-14934.228,-.16061149E-01,-.15202302E-01
-14935.921,-.54512111E-01,-.25457432E-01
-14936.635,-.26488280E-05,-.15812763E-01
-14934.967,-.36815089E-01,-.27741254E-01
-14934.164,-.86012772E-02,-.29298723E-02
-14934.145,-.14635654E-01,-.45829862E-02
-14935.003,.37809118E-02,.58105426E-02
-14935.062,-.39892735E-01,-.28778253E-01
-14934.126,-.17387569E-01,-.15040862E-01
-14934.126,-.31069887E-01,-.19235949E-01
-14935.062,.19585918E-02,.61134572E-02
-14935.062,.19585918E-02,.61134572E-02
-14934.031,-.95919566E-02,-.73077307E-02
-14934.051,-.22534820E-01,-.93319074E-02
-14934.051,-.22534820E-01,-.93319074E-02
-14934.653,-.41507548E-01,-.20735451E-01
-14934.360,-.37035467E-01,-.19221723E-01
-14934.929,-.38261621E-01,-.14040624E-01
-14934.741,-.41610031E-01,-.19308929E-01
-14934.499,.12918288E-02,-.21505832E-02
-14934.096,-.25796251E-01,-.18362973E-01
-14934.096,-.25796251E-01,-.18362973E-01
-14934.179,-.16639870E-01,-.50453145E-02
-14934.748,.43925267E-02,-.21452502E-02
-14934.559,-.49509240E-02,.15496913E-02
-14939.019,-.29064607E-01,-.37457108E-01
-14935.153,-.26361292E-01,-.44992480E-02
-14935.153,-.26361292E-01,-.44992480E-02
-14935.799,-.30599758E-01,-.44865051E-02
-14937.661,-.58813615E-01,-.19931128E-01
-14933.889,-.20785714E-01,-.11970427E-01
-14934.978,-.34076150E-01,-.27174609E-01
-14936.033,.20288186E-01,.70268273E-02
-14935.953,.48415475E-02,-.98911075E-02
-14935.956,-.19046102E-01,.24268419E-02
-14934.098,-.11516207E-01,-.10831768E-01
-14937.119,-.52125693E-01,-.15695576E-01
-14935.660,-.55591794E-02,.70671912E-02
-14934.533,-.19182551E-01,-.37041915E-02
-14934.533,-.19182551E-01,-.37041915E-02
-14934.943,-.32484388E-01,-.26543619E-01
-14935.458,.12079514E-01,.85482987E-02
-14936.093,.64599811E-02,.12117664E-01
-14933.995,-.27584255E-01,-.16610294E-01
-14934.096,-.24570579E-01,-.10098119E-01
-14934.196,-.10801694E-01,-.11437683E-01
-14934.334,-.20322130E-01,-.55667012E-02
-14935.336,.26700338E-02,-.87142844E-02
-14937.587,.23860114E-01,-.15297714E-03
-14934.573,-.35161994E-01,-.13936342E-01
-14934.886,-.11024795E-01,-.16242877E-01
-14935.184,-.37102385E-01,-.29004748E-01
-14935.771,-.38277352E-01,-.31983570E-01
-14935.437,-.43752046E-01,-.31381290E-01
-14935.186,-.43127396E-01,-.16882635E-01
-14936.738,-.13392107E-01,-.24260759E-01
-14935.890,-.20519678E-01,.14705778E-02
-14934.931,-.45130328E-01,-.22295241E-01
-14935.079,-.21291847E-01,-.22739466E-01
-14935.832,.18413209E-01,.66238089E-02
-14934.108,-.17847105E-01,-.15115881E-01
-14934.108,-.17847105E-01,-.15115881E-01
-14934.795,-.31727107E-01,-.25506499E-01
-14934.253,-.43766905E-02,-.59881467E-02
-14934.285,-.35776913E-01,-.19194144E-01
-14934.901,-.20942192E-01,-.26537765E-02
-14933.988,-.25350050E-01,-.12282808E-01
-14934.368,-.41421678E-02,-.75208763E-02
-14933.955,-.17604318E-01,-.12961801E-01
-14934.855,-.22560370E-01,-.37335424E-02
-14934.405,-.24723073E-01,-.75329156E-02
-14936.215,.17666828E-01,.60574764E-03
-14934.019,-.21854831E-01,-.93360830E-02
-14934.019,-.21854831E-01,-.93360830E-02
-14934.019,-.21854831E-01,-.93360830E-02
-14934.976,-.13149090E-01,-.17955351E-01
-14936.348,-.21980532E-01,.21933180E-02
-14935.290,-.42074534E-01,-.30387300E-01
-14935.815,-.53702277E-01,-.25271095E-01
-14935.867,-.27368812E-01,-.23157846E-02
-14934.681,-.42329689E-01,-.22186246E-01
-14934.366,-.14255428E-01,-.15185440E-01
-14934.366,-.14255428E-01,-.15185440E-01
-14934.366,-.14255428E-01,-.15185440E-01
-14935.675,-.41142766E-01,-.12372048E-01
-14934.755,-.24009200E-01,-.22457780E-01
-14936.959,-.63139752E-01,-.36022958E-01
-14936.047,-.47422877E-01,-.16028338E-01
-14935.826,.16350230E-01,.21440466E-02
-14934.791,-.10854719E-01,.12878807E-02
-14934.679,-.35226721E-01,-.25570143E-01
-14935.557,-.26907669E-01,-.31753396E-02
-14935.363,.13076521E-01,.63742427E-02
-14934.040,-.29701754E-01,-.16638899E-01
-14934.314,-.21278713E-01,-.62123560E-02
-14934.148,-.31725995E-01,-.19520700E-01
-14935.963,-.51464805E-01,-.20684972E-01
-14934.218,-.49642105E-02,-.60238908E-02
-14934.870,.21286093E-02,-.61796983E-02
-14935.507,-.48619177E-01,-.31506256E-01
-14937.252,-.58867266E-01,-.40527216E-01
-14934.088,-.18598128E-01,-.68102625E-02
-14933.937,-.15960713E-01,-.80225045E-02
-14934.825,-.39156230E-01,-.27043673E-01
-14937.617,-.53150778E-02,.13219118E-01
-14936.063,-.40051638E-01,-.33606534E-01
-14935.837,-.54447650E-01,-.26622431E-01
-14934.386,-.37741309E-01,-.20517856E-01
-14934.326,-.12608534E-01,-.13851014E-01
-14937.981,-.18065383E-01,-.29902269E-01
-14934.610,-.30406476E-01,-.99056012E-02
-14935.100,.71721561E-02,.63450574E-02
-14934.390,-.68992476E-03,-.30951727E-02
-14934.145,-.20129186E-01,-.69957138E-02
-14936.287,-.28583904E-01,-.16233021E-02
-14935.201,-.27007504E-01,-.25800055E-01
-14934.279,-.12412580E-01,-.13348491E-01
-14935.328,.10249668E-01,.78342251E-02
-14933.983,-.26591963E-01,-.13619102E-01
-14934.194,-.24811174E-01,-.92577413E-02
-14934.088,-.24542309E-01,-.17892404E-01
-14934.134,-.31948107E-01,-.19004845E-01
-14934.069,-.22354006E-01,-.16860766E-01
-14934.224,-.30299312E-01,-.13045465E-01
-14934.485,-.28671441E-01,-.22643460E-01
-14936.244,.19072421E-01,.21067593E-02
-14934.549,-.30028441E-01,-.23494113E-01
-14934.885,.71352318E-02,.31674825E-02
-14934.346,-.45839380E-02,-.44286907E-03
-14934.817,-.30166405E-01,-.25141755E-01
-14935.654,.10241267E-01,-.37153718E-02
-14935.758,-.15073001E-01,-.22140480E-01
-14934.282,-.84354425E-02,-.10456091E-01
-14934.850,-.41835131E-01,-.18303229E-01
-14934.832,-.24662574E-01,-.50182104E-02
-14934.701,.47339017E-02,.94849521E-04
-14939.038,-.67167979E-01,-.47296647E-01
-14934.946,-.45819471E-01,-.24025901E-01
-14934.198,-.29065913E-01,-.20286259E-01
-14935.417,-.33181014E-01,-.28989892E-01
-14935.416,.62734289E-02,.87338741E-02
-14934.365,-.12480384E-01,-.19378958E-02
-14934.365,-.12480384E-01,-.19378958E-02
-14934.428,.13073000E-03,-.23493582E-02
-14934.005,-.28032322E-01,-.14768970E-01
-14935.565,-.22459888E-01,-.25223643E-01
-14934.139,-.82512011E-02,-.84725899E-02
-14934.118,-.22456228E-01,-.17436768E-01
-14935.273,-.41961281E-01,-.15183779E-01
-14935.273,-.41961281E-01,-.15183779E-01
-14934.182,-.76267928E-02,-.85362578E-02
-14934.480,-.45111773E-02,.95497753E-03
-14934.721,-.99371959E-02,-.14681513E-01
-14935.433,-.50624334E-01,-.29386622E-01
-14936.122,-.82280100E-02,-.19419521E-01
-14936.122,-.82280100E-02,-.19419521E-01
-14934.552,.23498399E-02,-.11630340E-02
-14934.150,-.62569954E-02,-.61308448E-02
-14936.486,-.49561016E-01,-.15966172E-01
-14934.176,-.75584804E-02,-.27338166E-02
-14937.232,-.65319067E-01,-.36131368E-01
-14934.187,-.88096837E-02,-.26483023E-02
-14934.033,-.95976878E-02,-.73886869E-02
-14935.297,.57185182E-03,.72238869E-02
-14934.083,-.30674348E-01,-.16082215E-01
-14933.916,-.18007013E-01,-.12316122E-01
-14936.954,-.25485002E-01,.20901206E-02
-14936.917,.24715699E-01,.43898517E-02
-14933.973,-.15094347E-01,-.11614786E-01
-14935.002,.19753609E-02,-.73047698E-02
-14936.690,.23453598E-01,.44170782E-02
-14934.775,.58846681E-02,.11833412E-02
-14934.775,.58846681E-02,.11833412E-02
-14933.948,-.12963930E-01,-.80256699E-02
-14938.744,-.39708252E-03,.17829749E-01
-14934.127,-.72231522E-02,-.38024305E-02
-14934.148,-.65186100E-02,-.65232211E-02
-14934.690,-.35477612E-01,-.25691983E-01
-14935.440,.29614099E-02,.84306738E-02
-14934.651,-.39177561E-01,-.25419530E-01
-14935.168,-.42977200E-01,-.29632244E-01
-14935.168,-.42977200E-01,-.29632244E-01
-14934.485,-.25129804E-01,-.72440938E-02
-14938.301,.20848508E-01,.22643203E-01
-14936.866,.15408608E-01,-.49402841E-02
-14934.558,-.33985301E-01,-.13033396E-01
-14936.312,.22063041E-01,.60549947E-02
-14934.693,-.92145856E-02,.13097260E-02
-14935.711,-.19500109E-01,-.24302432E-01
-14934.255,-.35207093E-01,-.19452067E-01
-14933.977,-.27074507E-01,-.16048799E-01
-14934.287,-.38435213E-02,-.59620904E-02
-14936.977,.26251599E-01,.60568404E-02
-14934.045,-.29369283E-01,-.15297629E-01
-14938.542,-.21781608E-01,-.33027807E-01
-14935.859,.15124531E-01,.11264022E-01
-14934.839,.49928463E-02,.40197271E-02
-14934.884,-.33234659E-01,-.26433363E-01
-14937.287,.14782170E-01,.18245396E-01
-14934.377,-.20170741E-01,-.18487422E-01
-14935.035,-.36468737E-01,-.11896180E-01
-14934.963,-.71773174E-02,.34481687E-02
-14934.440,-.20575529E-02,.57529685E-03
-14934.440,-.20575529E-02,.57529685E-03
-14933.928,-.24802097E-01,-.13986253E-01
-14935.731,.14397720E-01,.10383825E-01
-14934.216,-.34159322E-01,-.19742650E-01
-14934.913,-.44076001E-02,-.11922089E-01
-14934.288,-.25960622E-01,-.20284965E-01
-14934.168,-.14701704E-01,-.13843607E-01
-14934.438,-.11281117E-01,-.10041847E-02
-14937.083,.12040342E-02,-.16358509E-01
-14935.973,-.37335353E-01,-.32500627E-01
-14935.713,-.53451409E-01,-.26425838E-01
-14934.148,-.17188195E-01,-.55711007E-02
-14934.543,-.10522032E-01,-.40431726E-04
-14934.782,-.32388563E-01,-.10267272E-01
-14934.769,-.26002882E-01,-.23361404E-01
-14933.934,-.18239432E-01,-.88647409E-02
-14934.526,-.35728752E-01,-.14894170E-01
-14933.926,-.21152127E-01,-.14137799E-01
-14936.365,-.47690005E-01,-.36342999E-01
-14934.984,.77215225E-02,.47007555E-02
-14934.487,-.33863506E-01,-.13527098E-01
-14934.364,-.10316771E-02,-.18934150E-02
-14934.516,-.30879469E-02,-.80697536E-02
-14934.372,-.21733158E-02,-.44999056E-03
-14934.019,-.28636401E-01,-.17000807E-01
-14934.246,-.15563682E-01,-.15056080E-01
-14934.840,-.18631341E-02,-.95160605E-02
-14935.230,-.25181946E-01,-.25154772E-01
-14935.245,.38201739E-02,-.72204718E-02
-14935.620,-.17153404E-01,-.22771980E-01
-14933.910,-.22631804E-01,-.13981014E-01
-14934.190,-.26428682E-01,-.19567574E-01
-14936.084,-.53569190E-01,-.22442582E-01
-14934.520,-.20410471E-01,-.43976590E-02
-14935.538,-.51132260E-01,-.30552713E-01
-14934.089,-.31084349E-01,-.17857379E-01
-14934.596,-.90544317E-02,-.13348382E-01
-14934.088,-.30167940E-01,-.15118188E-01
-14934.193,-.32497300E-01,-.20245263E-01
-14933.942,-.16073818E-01,-.11669679E-01
-14935.172,-.68910128E-02,.45578017E-02
-14934.786,-.37569972E-01,-.26649717E-01
-14934.524,-.14099275E-02,-.65080033E-02
-14934.499,.83279558E-03,-.32015010E-02
-14936.073,.55063061E-02,.11834658E-01
-14936.939,-.63240509E-01,-.35404768E-01
-14933.895,-.21810169E-01,-.12438768E-01
-14934.616,-.77294486E-02,.12903896E-02
-14935.313,.12163333E-01,.19791328E-02
-14935.617,-.50327356E-03,-.12479824E-01
-14934.399,-.18862361E-01,-.43876144E-02
-14934.238,-.27477440E-01,-.10665606E-01
-14936.224,-.30958718E-01,-.31135592E-01
-14935.461,-.48918026E-01,-.31004251E-01
-14933.998,-.16077911E-01,-.12737346E-01
-14934.741,.26889403E-03,-.69086912E-02
-14934.406,-.35818085E-01,-.22989912E-01
-14933.991,-.16959228E-01,-.13173389E-01
-14933.991,-.16959228E-01,-.13173389E-01
-14933.991,-.16959228E-01,-.13173389E-01
-14934.745,.50299183E-02,.22831827E-02
-14936.136,-.58650981E-02,-.18005539E-01
-14934.368,-.18087220E-01,-.17369840E-01
-14934.516,-.77073895E-02,.61421644E-03
-14934.516,-.77073895E-02,.61421644E-03
-14935.524,.11586368E-01,.92854300E-02
-14934.653,-.11031708E-03,-.64902120E-02
-14935.899,.17344366E-01,.28670230E-02
-14934.396,-.37365993E-02,-.74475370E-02
-14935.057,-.21697763E-01,-.22835991E-01
-14936.023,.20295943E-01,.90488976E-02
-14936.033,-.36394853E-01,-.32431172E-01
-14935.976,.11015035E-01,-.48088254E-02
-14934.178,-.13560061E-01,-.38856931E-02
-14934.403,-.36747140E-01,-.22675369E-01
-14935.114,-.48950750E-02,.49066957E-02
-14936.755,-.62245384E-01,-.32683639E-01
-14935.030,-.56387471E-02,-.13424076E-01
-14934.853,-.38477415E-01,-.14763599E-01
-14933.969,-.19547358E-01,-.14266739E-01
-14934.834,-.36478501E-02,.37050598E-02
-14934.163,-.32765143E-01,-.19291990E-01
-14935.186,-.78772626E-02,-.15658796E-01
-14935.186,-.78772626E-02,-.15658796E-01
-14934.608,-.13597830E-01,-.77676441E-03
-14935.683,-.59277455E-02,.70291378E-02
-14936.852,-.38095626E-01,-.58188464E-02
-14934.017,-.10759869E-01,-.85555770E-02
-14934.544,-.39607730E-01,-.19452446E-01
-14934.072,-.30116043E-01,-.18131729E-01
-14934.644,.38886090E-02,.10085775E-03
-14933.921,-.20083316E-01,-.13551613E-01
-14934.034,-.21962669E-01,-.16287209E-01
-14936.551,-.59645445E-01,-.35274909E-01
-14935.298,-.31149767E-01,-.27792005E-01
-14933.905,-.16401398E-01,-.10628860E-01
-14934.854,-.27462941E-01,-.65739548E-02
-14933.969,-.22907029E-01,-.15647873E-01
-14935.165,-.88796102E-02,-.16208285E-01
-14934.404,-.37646231E-01,-.22059943E-01
-14935.582,-.94816988E-02,-.18284071E-01
-14934.344,-.25254525E-01,-.20467209E-01
-14934.465,-.35786703E-02,.89959831E-03
-14934.015,-.25856580E-01,-.12181744E-01
-14934.582,-.16424790E-02,-.73310693E-02
-14935.129,.44298684E-02,.67616623E-02
-14934.232,-.20911753E-01,-.66522516E-02
-14934.267,-.10993777E-01,-.12257141E-01
-14933.905,-.16820448E-01,-.93223976E-02
-14937.653,.25656007E-01,.20588525E-01
-14934.555,.18641407E-02,-.26138219E-02
-14934.407,-.35087648E-01,-.15521202E-01
-14937.421,-.90166025E-02,-.23609749E-01
-14934.405,-.96299215E-02,-.73307863E-03
-14934.081,-.81424442E-02,-.48060321E-02
-14935.010,.79045019E-02,.49893570E-02
-14937.898,.13218327E-01,-.10201194E-01
-14934.853,-.11776144E-01,.12636734E-02
-14934.902,-.12819782E-01,.10976797E-02
-14935.023,.82613360E-02,.49524105E-02
-14935.066,-.44096894E-01,-.28694261E-01
-14935.026,-.22780237E-02,.51433914E-02
-14934.167,-.59934597E-02,-.33041172E-02
-14934.156,-.27467591E-01,-.19486883E-01
-14934.457,-.16483479E-01,-.17081635E-01
-14935.175,.31934206E-02,.69673868E-02
-14935.175,.31934206E-02,.69673868E-02
-14936.247,.21239141E-01,.12183655E-01
-14934.185,-.59020991E-02,-.65940350E-02
-14934.649,-.11690555E-01,.19268679E-03
-14934.389,-.87125743E-02,-.61579013E-03
-14935.648,-.12877628E-01,.41951927E-02
-14935.706,-.32666170E-01,-.61458584E-02
-14934.285,-.32711521E-02,-.18056797E-02
-14934.429,-.28228770E-01,-.96233128E-02
-14934.329,-.36281724E-01,-.21276011E-01
-14933.910,-.17838384E-01,-.12033772E-01
-14933.910,-.17838384E-01,-.12033772E-01
-14934.651,.37957986E-02,.11788260E-02
-14934.300,-.30588912E-02,-.50922980E-02
-14934.300,-.30588912E-02,-.50922980E-02
-14935.034,.78517967E-02,.53765958E-02
-14933.972,-.14873653E-01,-.69828234E-02
-14934.491,-.40039740E-02,-.86688848E-02
-14934.709,-.40163390E-01,-.17800104E-01
-14934.369,-.61408473E-02,-.29584448E-03
-14935.375,-.93258066E-02,.45712734E-02
-14934.034,-.10072538E-01,-.82021783E-02
-14934.735,-.51995857E-03,-.75985300E-02
-14936.020,-.48776240E-02,-.16984277E-01
-14934.464,-.36979116E-01,-.23560450E-01
-14934.854,-.18004866E-01,-.14207057E-02
-14934.055,-.16022824E-01,-.60809083E-02
-14934.409,-.17135593E-01,-.35119768E-02
-14934.409,-.17135593E-01,-.35119768E-02
-14934.409,-.17135593E-01,-.35119768E-02
-14933.971,-.12586500E-01,-.68219086E-02
-14935.394,-.30489533E-01,-.27955357E-01
-14934.648,-.40682960E-01,-.19331409E-01
-14933.922,-.23903163E-01,-.12912123E-01
-14935.014,-.25973240E-01,-.24545651E-01
-14934.502,-.32017164E-01,-.23660133E-01
-14935.911,-.53442328E-01,-.23736850E-01
-14939.893,-.72455643E-01,-.49830727E-01
-14938.764,-.48422408E-01,-.44044118E-01
-14934.274,-.28021809E-01,-.10727179E-01
-14934.287,-.13453665E-01,-.28928306E-02
-14935.672,-.66538311E-02,-.16864500E-01
-14933.906,-.22620412E-01,-.13737888E-01
-14937.488,-.40674654E-01,-.38366929E-01
-14934.292,-.25430026E-02,-.35820881E-02
